"SITE_ID","SITE_NAME","DATA_SOURCE","DATA_USE","LOCATION_LAT","LOCATION_LONG","ELEV_M","IGBP","PET_sum","PPT_sum","TC_aridity"
"CR-Nmr","Nicoya melon-rice cropland","AmeriFlux","Legacy",10.0829,-85.4694,166,"CRO",1681.4,1943.1,1.15564410610206
"CR-SoC","Soltis Center","AmeriFlux","CC-BY-4.0",10.3827,-84.621,538,"EBF",1443.8,3596.8,2.49120376783488
"MX-Aog","Alamos Old-Growth tropical dry forest","AmeriFlux","CC-BY-4.0",26.9968,-108.7892,367.284,"DBF",1663.6,675,0.4057465736956
"MX-Asf","Alamos Mid-Secondary tropical dry forest","AmeriFlux","Legacy",27.0046,-108.7795,384,"DBF",1667.8,672.3,0.403105887996163
"MX-BRN","Bernal","AmeriFlux","Legacy",20.7168,-99.9413,2050,"OSH",1503.4,456.2,0.303445523480112
"MX-CLS","Coastal Lagoon, Gulf of California","AmeriFlux","Legacy",27.9541,-110.9726,0,"WAT",1860.7,233.3,0.125382920406299
"MX-EMg","El Mogor","AmeriFlux","Legacy",32.0298,-116.6045,409,"CSH",1389.8,284.7,0.204849618650166
"MX-Iit","Instituto de Ingenieria y Tecnologia - UACJ","AmeriFlux","Legacy",31.7434,-106.4316,1123,"URB",1808.5,217.2,0.120099529997235
"MX-ISD","San Isidro","AmeriFlux","Legacy",25.3004,-101.3924,1702,"OSH",1588.7,406,0.255554856171713
"MX-Lpa","La Paz","AmeriFlux","Legacy",24.1292,-110.438,21,"OSH",1719.5,211.3,0.122884559464961
"MX-Oak","Encino, North American monsoon oak savanna","AmeriFlux","Legacy",29.9591,-110.4615,1314,"WSA",1615.5,622.2,0.385143918291551
"MX-PMm","Puerto Morelos mangrove","AmeriFlux","CC-BY-4.0",20.8462,-86.8992,10,"WET",1572.4,1292.1,0.821737471381328
"MX-Ray","Rayon, monsoon subtropical shrubland","AmeriFlux","Legacy",29.7446,-110.5306,632,"WSA",1660.1,492.9,0.296909824709355
"MX-Sgt","Sonoran short arid Mangrove","AmeriFlux","Legacy",29.3408,-112.2796,0,"WET",1635,117.9,0.0721100917431193
"MX-Tes","Tesopaco, secondary tropical dry forest","AmeriFlux","CC-BY-4.0",27.8446,-109.2977,460,"DBF",1627.2,666.1,0.4093534906588
"PA-Bar","Barro Colorado Island","AmeriFlux","CC-BY-4.0",9.1568,-79.8486,150,"EBF",1446.5,2397.5,1.65744901486346
"PA-Bas","Barro Colorado Island","AmeriFlux","CC-BY-4.0",9.1565,-79.8482,150,"EBF",1446.5,2397.5,1.65744901486346
"PE-QFR","Quistococha Forest Reserve","AmeriFlux","CC-BY-4.0",-3.8344,-73.319,104,"WET",1001.7,2869,2.86413097733852
"PE-TNR","Tambopata","AmeriFlux","Legacy",-12.8314,-69.2836,214,"MF",1181.2,2397.5,2.02971554351507
"PR-xGU","NEON Guanica Forest (GUAN)","AmeriFlux","CC-BY-4.0",17.9696,-66.8687,143,"EBF",1616,1084.2,0.670915841584158
"PR-xLA","NEON Lajas Experimental Station (LAJA)","AmeriFlux","CC-BY-4.0",18.0212,-67.0769,24,"GRA",1658.4,1106.1,0.666968162083936
"US-A03","ARM-AMF3-Oliktok","AmeriFlux","CC-BY-4.0",70.4953,-149.8823,5,"BSV",144.8,142.9,0.986878453038674
"US-A10","ARM-NSA-Barrow","AmeriFlux","CC-BY-4.0",71.3242,-156.6149,4,"BSV",119.7,115.9,0.968253968253968
"US-A32","ARM-SGP Medford hay pasture","AmeriFlux","CC-BY-4.0",36.8193,-97.8198,335,"GRA",1392.4,841.3,0.604208560758403
"US-A39","ARM-SGP-Morrison","AmeriFlux","CC-BY-4.0",36.3776,-96.069,306,"CRO",1331.5,1025.2,0.769958693203154
"US-A74","ARM SGP milo field","AmeriFlux","CC-BY-4.0",36.8085,-97.5489,337,"CRO",1365.9,849.1,0.621641408595065
"US-AaG","Arkansas Grassland","AmeriFlux","CC-BY-4.0",33.1105,-91.6282,33,"GRA",1220.4,1361.5,1.1156178302196
"US-Act","Acton Lake Flux Tower Site","AmeriFlux","CC-BY-4.0",39.582,-84.755,263,"WAT",907.4,1080.5,1.19076482256998
"US-ADR","Amargosa Desert Research Site (ADRS)","AmeriFlux","Legacy",36.7653,-116.6933,842,"BSV",1952.5,102.4,0.0524455825864277
"US-AF1","MPG - Apricot Lane Farms","AmeriFlux","CC-BY-4.0",34.3108,-118.9244,300,"CVM",1427.1,432.9,0.303342442715997
"US-Akn","Savannah River Site","AmeriFlux","CC-BY-4.0",33.3825,-81.5653,93,"MF",1244.7,1152.6,0.926006266570258
"US-ALQ","Allequash Creek Site","AmeriFlux","CC-BY-4.0",46.0308,-89.6067,NA,"WET",634.7,799.7,1.25996533795494
"US-An1","Anaktuvuk River Severe Burn","AmeriFlux","CC-BY-4.0",68.99,-150.28,600,"OSH",283.2,204.7,0.722810734463277
"US-An2","Anaktuvuk River Moderate Burn","AmeriFlux","CC-BY-4.0",68.95,-150.21,600,"OSH",282.6,207.4,0.733899504600142
"US-An3","Anaktuvuk River Unburned","AmeriFlux","CC-BY-4.0",68.93,-150.27,600,"OSH",281.4,206.4,0.733475479744136
"US-AR1","ARM USDA UNL OSU Woodward Switchgrass 1","AmeriFlux","CC-BY-4.0",36.4267,-99.42,611,"GRA",1497.9,586.7,0.391681687696108
"US-AR2","ARM USDA UNL OSU Woodward Switchgrass 2","AmeriFlux","CC-BY-4.0",36.6358,-99.5975,646,"GRA",1500,599.3,0.399533333333333
"US-ARb","ARM Southern Great Plains burn site- Lamont","AmeriFlux","CC-BY-4.0",35.5497,-98.0402,424,"GRA",1431.5,827.2,0.577855396437304
"US-ARc","ARM Southern Great Plains control site- Lamont","AmeriFlux","CC-BY-4.0",35.5465,-98.04,424,"GRA",1431.5,827.2,0.577855396437304
"US-ARM","ARM Southern Great Plains site- Lamont","AmeriFlux","CC-BY-4.0",36.6058,-97.4888,314,"CRO",1368.5,885.3,0.646912678114724
"US-ASH","USSL San Joaquin Valley Almond High Salinity","AmeriFlux","CC-BY-4.0",36.1697,-120.201,147,"DBF",1521,174.2,0.114529914529915
"US-ASL","USSL San Joaquin Valley Almond Low Salinity","AmeriFlux","CC-BY-4.0",36.9466,-120.1024,78,"DBF",1483.6,267.7,0.180439471555675
"US-ASM","USSL San Joaquin Valley Almond Medium Salinity","AmeriFlux","CC-BY-4.0",36.1777,-120.2026,147,"DBF",1521,174.2,0.114529914529915
"US-Atq","Atqasuk","AmeriFlux","Legacy",70.4696,-157.4089,15,"WET",206.6,144.4,0.698935140367861
"US-Aud","Audubon Research Ranch","AmeriFlux","Legacy",31.5907,-110.5104,1469,"GRA",1670.8,450.3,0.269511611204214
"US-Bar","Bartlett Experimental Forest","AmeriFlux","CC-BY-4.0",44.0646,-71.2881,272,"DBF",658.2,1267,1.92494682467335
"US-BCM","Blue Cypress Marsh","AmeriFlux","CC-BY-4.0",27.6953,-80.7114,23,"WET",1432.3,1235.3,0.862458982056832
"US-Bd4","Burdette Farm Rice Field - 4N","AmeriFlux","CC-BY-4.0",35.8139,-89.9862,70,"CRO",1193.3,1238.4,1.03779435179754
"US-Bd5","Burdette Farm Rice Field - Seagraves South","AmeriFlux","CC-BY-4.0",35.8105,-90.0194,70,"CRO",1194.4,1236.9,1.035582719357
"US-Bd6","Burdette Farm Rice - Seagraves North","AmeriFlux","CC-BY-4.0",35.814,-90.0194,70,"CRO",1194.4,1236.9,1.035582719357
"US-BdA","Burdette Farm Rice Field - AWD","AmeriFlux","CC-BY-4.0",35.8089,-90.0327,NA,"CRO",1194.4,1236.9,1.035582719357
"US-BdC","Burdette Farm Rice Field - conventional","AmeriFlux","CC-BY-4.0",35.8089,-90.0284,NA,"CRO",1194.4,1236.9,1.035582719357
"US-Beo","Barrow Environmental Observatory (BEO) tower","AmeriFlux","Legacy",71.281,-156.6123,NA,"WET",136.7,118,0.863204096561814
"US-Bes","Barrow-Bes (Biocomplexity Experiment South tower)","AmeriFlux","Legacy",71.2809,-156.5965,4.6,"WET",136.7,118,0.863204096561814
"US-Bi1","Bouldin Island Alfalfa","AmeriFlux","CC-BY-4.0",38.0992,-121.4993,-2.7,"CRO",1315.2,392.8,0.298661800486618
"US-Bi2","Bouldin Island corn","AmeriFlux","CC-BY-4.0",38.1091,-121.5351,-5,"CRO",1315.1,386.1,0.293589841076724
"US-Bkg","Brookings","AmeriFlux","Legacy",44.3453,-96.8362,510,"GRA",851.2,619.2,0.727443609022556
"US-Blk","Black Hills","AmeriFlux","Legacy",44.158,-103.65,1718,"ENF",920.7,566,0.614749647007712
"US-Blo","Blodgett Forest","AmeriFlux","CC-BY-4.0",38.8953,-120.6328,1315,"ENF",1237.1,1539.3,1.24428097971061
"US-BMM","Bangtail Mountain Meadow","AmeriFlux","CC-BY-4.0",45.783,-110.7776,2324,"GRA",729.7,541.7,0.742359873920789
"US-Bn1","Bonanza Creek, 1920 Burn site near Delta Junction","AmeriFlux","Legacy",63.9198,-145.3782,518,"ENF",429.3,276.6,0.644304682040531
"US-Bn2","Bonanza Creek, 1987 Burn site near Delta Junction","AmeriFlux","Legacy",63.9198,-145.3782,410,"DBF",429.3,276.6,0.644304682040531
"US-Bn3","Bonanza Creek, 1999 Burn site near Delta Junction","AmeriFlux","Legacy",63.9227,-145.7442,469,"OSH",421.7,294.8,0.699075171923168
"US-Bo1","Bondville","AmeriFlux","CC-BY-4.0",40.0062,-88.2904,219,"CRO",944.4,1035.6,1.09656925031766
"US-Bo2","Bondville (companion site)","AmeriFlux","CC-BY-4.0",40.009,-88.29,219,"CRO",944.4,1035.6,1.09656925031766
"US-Br1","Brooks Field Site 10- Ames","AmeriFlux","Legacy",41.9749,-93.6906,313,"CRO",891.5,875.2,0.981716208637128
"US-Br2","Brooks Field Site 1011- Ames","AmeriFlux","Legacy",41.9757,-93.6925,314,"CRO",891.5,875.2,0.981716208637128
"US-Br3","Brooks Field Site 11- Ames","AmeriFlux","Legacy",41.9747,-93.6936,313,"CRO",891.5,875.2,0.981716208637128
"US-BRG","Bayles Road Grassland Tower","AmeriFlux","CC-BY-4.0",39.2167,-86.5406,180,"GRA",935.6,1144.9,1.2237067122702
"US-Brw","Barrow","AmeriFlux","Legacy",71.3225,-156.6092,1,"WET",119.7,115.9,0.968253968253968
"US-Bsg","Burns Sagebrush","AmeriFlux","CC-BY-4.0",43.4712,-119.6909,1398,"OSH",1019.2,254.8,0.25
"US-BSM","Barnstable Great Marsh","AmeriFlux","Legacy",41.7297,-70.3644,0.5,"WET",848.4,1144.5,1.3490099009901
"US-BWa","INFLUX - NIST Turfgrass Site","AmeriFlux","CC-BY-4.0",39.1389,-77.2175,NA,"URB",1001.3,1027.5,1.02616598422051
"US-BWb","INFLUX - Montgomery County pasture site","AmeriFlux","CC-BY-4.0",39.1955,-77.4509,NA,"GRA",995.7,990.1,0.994375816008838
"US-BZB","Bonanza Creek Thermokarst Bog","AmeriFlux","CC-BY-4.0",64.6955,-148.3208,100,"WET",426.7,290,0.679634403562222
"US-BZF","Bonanza Creek Rich Fen","AmeriFlux","CC-BY-4.0",64.7013,-148.3121,95,"WET",426.7,290,0.679634403562222
"US-BZL","Goldstream Valley Thermokarst Lake","AmeriFlux","CC-BY-4.0",64.9194,-147.8222,188,"WET",418.7,297.6,0.710771435395271
"US-BZo","Bonanza Creek Old Thermokarst Bog","AmeriFlux","CC-BY-4.0",64.6936,-148.33,100,"WET",426.7,290,0.679634403562222
"US-BZS","Bonanza Creek Black Spruce","AmeriFlux","CC-BY-4.0",64.6963,-148.3235,100,"ENF",426.7,290,0.679634403562222
"US-CaV","Canaan Valley","AmeriFlux","Legacy",39.0633,-79.4208,994,"GRA",784.5,1193.8,1.52173358827279
"US-CC1","Coloma Corn 1","AmeriFlux","CC-BY-4.0",44.0732,-89.6787,314,"CRO",735.5,820,1.11488783140721
"US-CC2","Coloma Corn 2","AmeriFlux","CC-BY-4.0",44.1039,-89.6196,320,"CRO",738.6,817.6,1.1069591118332
"US-CdM","Cedar Mesa","AmeriFlux","CC-BY-4.0",37.5241,-109.7471,1860,"WSA",1267.5,300.4,0.237001972386588
"US-Ced","Cedar Bridge","AmeriFlux","CC-BY-4.0",39.8379,-74.3791,58,"CSH",973.9,1149.3,1.18010062634767
"US-CF1","CAF-LTAR Cook East","AmeriFlux","CC-BY-4.0",46.7815,-117.0821,794,"CRO",881.2,600.6,0.681570585565138
"US-CF2","CAF-LTAR Cook West","AmeriFlux","CC-BY-4.0",46.784,-117.0908,807,"CRO",885.6,572.3,0.64622854561879
"US-CF3","CAF-LTAR Boyd North","AmeriFlux","CC-BY-4.0",46.7551,-117.1261,795,"CRO",892.6,548,0.613936813802375
"US-CF4","CAF-LTAR Boyd South","AmeriFlux","CC-BY-4.0",46.7518,-117.1285,795,"CRO",892.6,548,0.613936813802375
"US-CGG","Concord Grazed Grassland","AmeriFlux","CC-BY-4.0",37.938,-121.9761,119.5,"GRA",1334.1,519.4,0.389326137470954
"US-ChR","Chestnut Ridge","AmeriFlux","Legacy",35.9311,-84.3324,286,"DBF",1003.8,1209.8,1.20522016337916
"US-CLF","Cole Farm","AmeriFlux","CC-BY-4.0",40.6366,-77.9424,244,"CVM",838.4,981.3,1.17044370229008
"US-Cms","Central Marsh","AmeriFlux","Legacy",71.3202,-156.6223,6,"WET",119.7,115.9,0.968253968253968
"US-CMW","Charleston Mesquite Woodland","AmeriFlux","CC-BY-4.0",31.6637,-110.1777,1199,"DBF",1754.9,344.9,0.196535415123369
"US-Cop","Corral Pocket","AmeriFlux","CC-BY-4.0",38.09,-109.39,1520,"GRA",1198.2,335.5,0.280003338340845
"US-CPk","Chimney Park","AmeriFlux","CC-BY-4.0",41.068,-106.1187,2750,"ENF",733,555,0.757162346521146
"US-CRT","Curtice Walter-Berger cropland","AmeriFlux","CC-BY-4.0",41.6285,-83.3471,180,"CRO",866.1,872.4,1.00727398683755
"US-CS1","Central Sands Irrigated Agricultural Field","AmeriFlux","CC-BY-4.0",44.1031,-89.5379,328,"CRO",744.6,813.7,1.09280150416331
"US-CS2","Tri county school Pine Forest","AmeriFlux","CC-BY-4.0",44.1467,-89.5002,328,"ENF",742.4,813.9,1.09630926724138
"US-CS3","Central Sands Irrigated Agricultural Field","AmeriFlux","CC-BY-4.0",44.1394,-89.5727,328,"CRO",743.9,818.7,1.10055114934803
"US-CS4","Central Sands Irrigated Agricultural Field","AmeriFlux","CC-BY-4.0",44.1597,-89.5475,328,"CRO",743.9,818.7,1.10055114934803
"US-CS5","Central Sands Irrigated Agricultural Field","AmeriFlux","CC-BY-4.0",44.1095,-89.5377,328,"CRO",744.6,813.7,1.09280150416331
"US-CS6","Central Sands Irrigated Agricultural Field","AmeriFlux","CC-BY-4.0",44.4297,-89.544,328,"CRO",734.7,819.2,1.1150129304478
"US-CS7","Central Sands Forest","AmeriFlux","CC-BY-4.0",44.4375,-89.5443,328,"ENF",734.7,819.2,1.1150129304478
"US-Cst","Crossett Experimental Forest","AmeriFlux","Legacy",33.0442,-91.9204,50,"ENF",1207.4,1385,1.14709292695047
"US-Ctn","Cottonwood","AmeriFlux","Legacy",43.95,-101.8466,744,"GRA",1081.1,437.9,0.405050411617797
"US-CwG","Coweeta Grassland","AmeriFlux","CC-BY-4.0",34.9682,-83.3951,657,"GRA",1058.1,1706.7,1.61298554011908
"US-Cwt","Coweeta","AmeriFlux","Legacy",35.0592,-83.4275,690,"DBF",1026.4,1728.4,1.68394388152767
"US-CX1","Central Plains Experimental Range 1, Nunn, Colorado","AmeriFlux","Legacy",40.833,-104.76,1600,"GRA",1179.7,375.4,0.318216495719251
"US-CX2","Central Plains Experimental Range 2, Nunn, Colorado","AmeriFlux","Legacy",40.8402,-104.7672,1600,"GRA",1172.6,377.5,0.321934163397578
"US-CZ1","Sierra Critical Zone, Sierra Transect, Oak/Pine Woodland, San Joaquin Experimental Range","AmeriFlux","Legacy",37.1088,-119.7313,400,"SAV",1564.6,549.3,0.351080148280711
"US-CZ2","Sierra Critical Zone, Sierra Transect, Ponderosa Pine Forest, Soaproot Saddle","AmeriFlux","Legacy",37.0311,-119.2566,1160,"ENF",1494.7,852.5,0.570348564929417
"US-CZ3","Sierra Critical Zone, Sierra Transect, Sierran Mixed Conifer, P301","AmeriFlux","Legacy",37.0674,-119.1951,2015,"ENF",1312.5,968.4,0.737828571428572
"US-CZ4","Sierra Critical Zone, Sierra Transect, Subalpine Forest, Shorthair","AmeriFlux","Legacy",37.0675,-118.9867,2710,"ENF",978.6,747.1,0.763437563866748
"US-DCS","Dwarf Cypress Swamp","AmeriFlux","CC-BY-4.0",25.7626,-80.9078,2.05,"WET",1523.3,1357.1,0.890894767938029
"US-Dea","California UC ANR Desert Research and Extension Center Alfalfa","AmeriFlux","Legacy",32.8136,-115.4423,-53,"CRO",1892.7,59.2,0.03127806836794
"US-Deu","California UC ANR Desert Research and Extension Center Urban Farm Tower","AmeriFlux","Legacy",32.8056,-115.4456,-53,"URB",1892.7,59.2,0.03127806836794
"US-DFC","US Dairy Forage Research Center, Prairie du Sac","AmeriFlux","CC-BY-4.0",43.3448,-89.7117,264.9,"CRO",769.6,819,1.06418918918919
"US-DFK","Dairy Forage Research Center - Kernza","AmeriFlux","CC-BY-4.0",43.3453,-89.7154,210,"CRO",769.6,819,1.06418918918919
"US-Dia","Diablo","AmeriFlux","CC-BY-4.0",37.6773,-121.5296,323,"GRA",1403.6,383.7,0.273368481048732
"US-Dix","Fort Dix","AmeriFlux","CC-BY-4.0",39.9712,-74.4346,48,"MF",973.3,1153.7,1.18534881331552
"US-Dk1","Duke Forest-open field","AmeriFlux","CC-BY-4.0",35.9712,-79.0934,168,"GRA",1102.7,1156.4,1.0486986487712
"US-Dk2","Duke Forest-hardwoods","AmeriFlux","CC-BY-4.0",35.9736,-79.1004,168,"DBF",1102.7,1156.4,1.0486986487712
"US-Dk3","Duke Forest - loblolly pine","AmeriFlux","CC-BY-4.0",35.9782,-79.0942,163,"ENF",1102.7,1156.4,1.0486986487712
"US-Dmg","Dutch Slough Marsh Gilbert Tract","AmeriFlux","CC-BY-4.0",38.0015,-121.6691,1,"WET",1317.8,340.6,0.258461071482774
"US-DPP","Disney Wilderness Preserve Pine Flatwoods","AmeriFlux","CC-BY-4.0",28.1046,-81.419,23,"ENF",1431.6,1231.1,0.859946912545404
"US-DPW","Disney Wilderness Preserve Wetland","AmeriFlux","CC-BY-4.0",28.0521,-81.4361,23,"WET",1430.8,1233.6,0.862175006989097
"US-DS1","Staten Corn 1","AmeriFlux","Legacy",38.1335,-121.539,-6,"CRO",1315.3,399,0.30335284725918
"US-DS3","Staten Rice 1","AmeriFlux","CC-BY-4.0",38.1235,-121.549,-7,"CRO",1313.7,379.9,0.289183222958057
"US-EA4","EAA Field Research Park Woodland","AmeriFlux","CC-BY-4.0",29.6633,-98.3816,297,"MF",1499.1,828.1,0.552398105529985
"US-EDN","Eden Landing Ecological Reserve","AmeriFlux","CC-BY-4.0",37.6156,-122.114,NA,"WET",1180.2,406.5,0.34443314692425
"US-EKH","Elkhorn Slough Hester Marsh","AmeriFlux","CC-BY-4.0",36.8094,-121.7523,0.5,"WET",1064.4,563.7,0.529594137542277
"US-EKP","Elkhorn Slough Porter Marsh","AmeriFlux","CC-BY-4.0",36.8558,-121.7488,0,"WET",1109.1,549.7,0.495627085023893
"US-EKY","Elkhorn Slough Yampah Marsh","AmeriFlux","CC-BY-4.0",36.8105,-121.7487,0,"WET",1088.3,531.1,0.488008821097124
"US-Elm","Everglades (long hydroperiod marsh)","AmeriFlux","CC-BY-4.0",25.5519,-80.7826,0.77,"WET",1548.6,1388.3,0.896487149683585
"US-EML","Eight Mile Lake Permafrost thaw gradient, Healy Alaska.","AmeriFlux","CC-BY-4.0",63.8784,-149.2536,700,"OSH",370.6,421.5,1.13734484619536
"US-EPM","Edwards Plateau Martin","AmeriFlux","CC-BY-4.0",30.8167,-99.8619,NA,"SAV",1655.5,593.2,0.358320749018423
"US-Esm","Everglades (short hydroperiod marsh)","AmeriFlux","CC-BY-4.0",25.4379,-80.5946,1.07,"WET",1556.5,1450.3,0.931769996787665
"US-EvM","Everglades Saltwater intrusion marsh","AmeriFlux","CC-BY-4.0",25.3539,-80.381,0.332,"WET",1583.4,1418.8,0.896046482253379
"US-Fcr","Cascaden Ridge Fire Scar","AmeriFlux","CC-BY-4.0",65.3968,-148.9348,265,"OSH",388.6,296.5,0.762995367987648
"US-Fmf","Flagstaff - Managed Forest","AmeriFlux","CC-BY-4.0",35.1426,-111.7273,2160,"ENF",1142.4,547.9,0.479604341736695
"US-FPe","Fort Peck","AmeriFlux","Legacy",48.3077,-105.1019,634,"GRA",1020,311.7,0.305588235294118
"US-FR1","Freeman Ranch- Grassland","AmeriFlux","Legacy",29.93,-98.01,230,"GRA",1488.4,860.3,0.578003224939532
"US-FR2","Freeman Ranch- Mesquite Juniper","AmeriFlux","Legacy",29.9495,-97.9962,271.9,"WSA",1486.1,858.3,0.577551981697059
"US-FR3","Freeman Ranch- Woodland","AmeriFlux","Legacy",29.94,-97.99,232,"CSH",1486.1,858.3,0.577551981697059
"US-Fuf","Flagstaff - Unmanaged Forest","AmeriFlux","CC-BY-4.0",35.089,-111.762,2180,"ENF",1134.2,566.3,0.499294657026979
"US-Fwf","Flagstaff - Wildfire","AmeriFlux","CC-BY-4.0",35.4454,-111.7718,2270,"GRA",1058,516.4,0.488090737240076
"US-GBT","GLEES Brooklyn Tower","AmeriFlux","CC-BY-4.0",41.3658,-106.2397,3191,"ENF",614,512,0.833876221498371
"US-GCE","Georgia Coastal Ecosystems LTER Flux Tower","AmeriFlux","Legacy",31.4441,-81.2835,0.625,"WET",1314,1277,0.971841704718417
"US-GL1","Stannard Rock","AmeriFlux","CC-BY-4.0",47.1835,-87.2251,183,"WAT",580.1,829.8,1.4304430270643
"US-GLE","GLEES","AmeriFlux","CC-BY-4.0",41.3665,-106.2399,3197,"ENF",614,512,0.833876221498371
"US-GMF","Great Mountain Forest","AmeriFlux","Legacy",41.9667,-73.2333,380,"MF",700.7,1238.6,1.76766091051805
"US-Goo","Goodwin Creek","AmeriFlux","Legacy",34.2547,-89.8735,87,"GRA",1206.5,1405.3,1.1647741400746
"US-GZ1","Genesee, ID On-farm site Zone 1","AmeriFlux","Legacy",46.5008,-116.8068,746,"CRO",902.1,600.6,0.665779847023612
"US-GZ2","Genesee, ID On-farm site Zone 2","AmeriFlux","Legacy",46.4978,-116.8047,731,"CRO",979.3,501.5,0.512100479934647
"US-GZ3","Genesee, ID On-farm site Zone 3","AmeriFlux","Legacy",46.4949,-116.8019,713,"CRO",979.3,501.5,0.512100479934647
"US-Ha1","Harvard Forest EMS Tower (HFR1)","AmeriFlux","CC-BY-4.0",42.5378,-72.1715,340,"DBF",697.1,1119.1,1.60536508391909
"US-Ha2","Harvard Forest Hemlock Site","AmeriFlux","CC-BY-4.0",42.5393,-72.1779,360,"ENF",697.1,1119.1,1.60536508391909
"US-HB1","North Inlet Crab Haul Creek","AmeriFlux","CC-BY-4.0",33.3455,-79.1957,0.1,"WET",1342.8,1335.3,0.994414655942806
"US-HB2","Hobcaw Barony Mature Longleaf Pine","AmeriFlux","CC-BY-4.0",33.3242,-79.244,4.7,"ENF",1346.1,1333.9,0.990936780328356
"US-HB3","Hobcaw Barony Longleaf Pine Restoration","AmeriFlux","CC-BY-4.0",33.3482,-79.2322,7.3,"ENF",1342.3,1334,0.993816583476123
"US-HB4","Minim Creek Brackish Impoundment","AmeriFlux","Legacy",33.2015,-79.2975,1,"WET",1346.9,1315,0.976315984854109
"US-HBK","Hubbard Brook Experimental Forest","AmeriFlux","CC-BY-4.0",43.9397,-71.7181,367,"DBF",646.7,1194.9,1.84768826349157
"US-Hn1","Hanford 300 Area","AmeriFlux","CC-BY-4.0",46.4089,-119.275,118.58,"OSH",1231.7,190,0.154258342128765
"US-Hn2","Hanford 100H grassland","AmeriFlux","CC-BY-4.0",46.6889,-119.4641,117.5,"GRA",1233.4,166.1,0.134668396302903
"US-Hn3","Hanford 100H sagebrush","AmeriFlux","CC-BY-4.0",46.6878,-119.4614,120.9,"OSH",1233.4,166.1,0.134668396302903
"US-Ho1","Howland Forest (main tower)","AmeriFlux","CC-BY-4.0",45.2041,-68.7402,60,"ENF",666,1091,1.63813813813814
"US-Ho2","Howland Forest (west tower)","AmeriFlux","CC-BY-4.0",45.2091,-68.747,61,"ENF",665.6,1089.4,1.63671875
"US-Ho3","Howland Forest (harvest site)","AmeriFlux","CC-BY-4.0",45.2072,-68.725,61,"ENF",666,1091,1.63813813813814
"US-HPY","Hawk Property","AmeriFlux","Legacy",40.7692,-74.0853,1,"WET",1019.9,1208.2,1.18462594371997
"US-HRA","Humnoke Farm Rice Field – Field A","AmeriFlux","CC-BY-4.0",34.5852,-91.7517,NA,"CRO",1216.2,1275.6,1.04884065120868
"US-HRC","Humnoke Farm Rice Field – Field C","AmeriFlux","CC-BY-4.0",34.5888,-91.7517,NA,"CRO",1216.2,1275.6,1.04884065120868
"US-HRN","Humnoke Carr North Rice Field","AmeriFlux","Legacy",34.5955,-91.7132,61,"CRO",1217.9,1270.4,1.04310698743739
"US-HRP","Herring River Phragmites","AmeriFlux","CC-BY-4.0",41.938,-70.0552,0.5,"WET",817.5,1081,1.32232415902141
"US-HRS","Humnoke Carr South Rice Field","AmeriFlux","Legacy",34.5922,-91.7138,61,"CRO",1217.9,1270.4,1.04310698743739
"US-Hsm","Hill Slough Marsh","AmeriFlux","CC-BY-4.0",38.2368,-122.0212,1.113,"WET",1346.5,559.9,0.41581878945414
"US-HVa","Happy Valley","AmeriFlux","Legacy",69.1423,-148.8412,298,"WET",291.1,180.1,0.618687736173136
"US-HVs","Happy Valley Wet Sedge Tundra","AmeriFlux","Legacy",69.1672,-148.8569,320,"WET",288.2,181.2,0.628730048577377
"US-HWB","USDA ARS Pasture Sytems and Watershed Management Research Unit- Hawbecker Site","AmeriFlux","CC-BY-4.0",40.8608,-77.8488,378,"CVM",817.2,1009.5,1.23531571218796
"US-IB1","Fermi National Accelerator Laboratory- Batavia (Agricultural site)","AmeriFlux","Legacy",41.8593,-88.2227,226.5,"CRO",869.5,934.9,1.07521564117309
"US-IB2","Fermi National Accelerator Laboratory- Batavia (Prairie site)","AmeriFlux","Legacy",41.8406,-88.241,226.5,"GRA",869.5,934.9,1.07521564117309
"US-ICh","Imnavait Creek Watershed Heath Tundra","AmeriFlux","CC-BY-4.0",68.6068,-149.2958,940,"OSH",277.3,193.3,0.697078975838442
"US-ICs","Imnavait Creek Watershed Wet Sedge Tundra","AmeriFlux","CC-BY-4.0",68.6058,-149.311,920,"WET",277.3,193.3,0.697078975838442
"US-ICt","Imnavait Creek Watershed Tussock Tundra","AmeriFlux","CC-BY-4.0",68.6063,-149.3041,930,"OSH",277.3,193.3,0.697078975838442
"US-IL1","Paspalum notatum long rotational grazing","AmeriFlux","CC-BY-4.0",27.1879,-81.1996,14.7,"GRA",1444.2,1220.8,0.845312283617228
"US-INa","INFLUX - Cemetery Turfgrass Tower","AmeriFlux","CC-BY-4.0",39.8273,-86.179,NA,"URB",907.9,1054.1,1.16103095054521
"US-INb","INFLUX - Golf Course","AmeriFlux","CC-BY-4.0",39.8706,-86.0024,NA,"URB",893.1,1057.7,1.18430186989139
"US-INc","INFLUX - Downtown Indianapolis (Site-3)","AmeriFlux","CC-BY-4.0",39.7833,-86.1652,NA,"URB",900.1,1056.8,1.17409176758138
"US-INd","INFLUX - Agricultural Site East near Pittsboro","AmeriFlux","CC-BY-4.0",39.8645,-86.5005,NA,"CRO",894.5,1093.5,1.22247065399665
